,Unnamed: 0,MATNR,TYPE,VKORG,UKURS,MATKL,KUNNR,ERDAT,UNIT,MENGE,YOY,EAGRT
147,147,0215-D30411P06,YDL0,2002.0,30.73,206,1002.00 ,201910,FT,3660.0,-2.5,-1.3
148,148,0219-D30552P01,YDL0,2002.0,30.73,207,1002.00 ,201910,FT,16800.0,-2.5,-1.3
149,149,0229-B005,ZDL0,2002.0,30.73,214,1002.00 ,201910,BOT,1.0,-2.5,-1.3
150,150,0242D18493P01,YDL0,1002.0,30.73,2.00E+01,2002.00 ,201910,PC,300000.0,-2.5,-1.3
151,151,0242D18493P01,YZB0,2002.0,30.73,2.00E+01,100213.00 ,201910,PC,500000.0,-2.5,-1.3
152,152,0242D18493P01,YZE0,2002.0,30.73,2.00E+01,100213.00 ,201910,PC,320000.0,-2.5,-1.3
153,153,0242M-5210-05,YZS0,2002.0,30.73,209,100208.00 ,201910,PC,1000.0,-2.5,-1.3
154,154,0242M-5210-21,YZS0,2002.0,30.73,209,100208.00 ,201910,PC,120000.0,-2.5,-1.3
155,155,0243M-5674-01,YZS0,2002.0,30.73,2A01,100208.00 ,201910,PC,60000.0,-2.5,-1.3
156,156,0244C001653,ZZS0,1002.0,30.73,209,100200.00 ,201910,PC,600.0,-2.5,-1.3
157,157,0244CC-000773-001,YZS0,1002.0,30.73,2B01,100201.00 ,201910,PC,30000.0,-2.5,-1.3
158,158,0244CC-000774-001,YZS0,1002.0,30.73,2B01,100201.00 ,201910,PC,10000.0,-2.5,-1.3
159,159,0244CC000232001,YZS0,1002.0,30.73,2B01,100201.00 ,201910,PC,15000.0,-2.5,-1.3
160,160,0244CC000232001,ZZS0,1002.0,30.73,2B01,100201.00 ,201910,PC,10000.0,-2.5,-1.3
161,161,0244D02868P02,YDL0,1002.0,30.73,2C01,2002.00 ,201910,PC,36034.0,-2.5,-1.3
162,162,0244D02868P02,YZB0,2002.0,30.73,2C01,100213.00 ,201910,PC,113530.0,-2.5,-1.3
163,163,0244D05089P01,YDL0,1002.0,30.73,2C01,2002.00 ,201910,PC,60220.0,-2.5,-1.3
164,164,0244D05089P01,YZB0,2002.0,30.73,2C01,100213.00 ,201910,PC,109357.0,-2.5,-1.3
165,165,0244D05089P01,YZE0,2002.0,30.73,2C01,100213.00 ,201910,PC,79770.0,-2.5,-1.3
166,166,0244D05090P01,YDL0,1002.0,30.73,2C01,2002.00 ,201910,PC,69450.0,-2.5,-1.3
167,167,0244D05090P01,YZB0,2002.0,30.73,2C01,100213.00 ,201910,PC,164403.0,-2.5,-1.3
168,168,0244D05090P01,YZE0,2002.0,30.73,2C01,100213.00 ,201910,PC,80405.0,-2.5,-1.3
169,169,0244D09475P01,YDL0,1002.0,30.73,2C01,2002.00 ,201910,PC,34000.0,-2.5,-1.3
170,170,0244D09475P01,YZB0,2002.0,30.73,2C01,100213.00 ,201910,PC,40000.0,-2.5,-1.3
171,171,0244D09475P01,YZE0,2002.0,30.73,2C01,100213.00 ,201910,PC,30000.0,-2.5,-1.3
172,172,0244D09476P01,YZB0,2002.0,30.73,2C01,100213.00 ,201910,PC,4000.0,-2.5,-1.3
173,173,0244D09477P01,YDL0,1002.0,30.73,2C01,2002.00 ,201910,PC,400000.0,-2.5,-1.3
174,174,0244D09477P01,YZB0,2002.0,30.73,2C01,100213.00 ,201910,PC,700000.0,-2.5,-1.3
175,175,0244D09477P01,YZE0,2002.0,30.73,2C01,100213.00 ,201910,PC,460000.0,-2.5,-1.3
176,176,0244D12178P01,YDL0,1002.0,30.73,2.00E+01,2002.00 ,201910,PC,33000.0,-2.5,-1.3
177,177,0244D12178P01,YZB0,2002.0,30.73,2.00E+01,100213.00 ,201910,PC,36000.0,-2.5,-1.3
178,178,0244D12178P01,YZE0,2002.0,30.73,2.00E+01,100213.00 ,201910,PC,23200.0,-2.5,-1.3
179,179,0244D13313P01,YDL0,1002.0,30.73,2C01,2002.00 ,201910,PC,82000.0,-2.5,-1.3
180,180,0244D13313P01,YZB0,2002.0,30.73,2C01,100207.00 ,201910,PC,158000.0,-2.5,-1.3
181,181,0244D13313P01,YZE0,2002.0,30.73,2C01,100207.00 ,201910,PC,14000.0,-2.5,-1.3
