VBELN,VKORG,KUNNR,CTLPC,WAERS,AMTBL
9500001147,1002.00 ,,,,0.00 
9500001148,1002.00 ,,,,0.00 
9500001149,1002.00 ,,,,0.00 
9500001150,1002.00 ,,,,0.00 
9500001151,1002.00 ,,,,0.00 
9500001152,1002.00 ,,,,0.00 
9500001153,1002.00 ,,,,0.00 
9500001154,1007.00 ,,,,0.00 
9500001155,1002.00 ,,,,0.00 
9500001156,1002.00 ,,,,0.00 
9500001157,1002.00 ,,,,0.00 
9500001158,1007.00 ,,,,0.00 
9500001159,1002.00 ,,,,0.00 
9500001160,1002.00 ,,,,0.00 
9500001161,1002.00 ,,,,0.00 
9500001162,1002.00 ,,,,0.00 
9500001163,1002.00 ,,,,0.00 
9500001164,1002.00 ,,,,0.00 
9500001165,1002.00 ,,,,0.00 
9500001166,1002.00 ,,,,0.00 
9500001167,1002.00 ,,,,0.00 
9500001168,1002.00 ,,,,0.00 
9500001169,1002.00 ,,,,0.00 
9500001170,1002.00 ,,,,0.00 
9500001171,1002.00 ,,,,0.00 
9500001172,1002.00 ,,,,0.00 
9500001173,1002.00 ,,,,0.00 
9500001174,1002.00 ,,,,0.00 
9500001175,1002.00 ,,,,0.00 
9500001176,1002.00 ,,,,0.00 
9500001177,1002.00 ,,,,0.00 
9500001178,1002.00 ,,,,0.00 
9500001179,1001.00 ,,,,0.00 
9500001180,1002.00 ,,,,0.00 
9500001181,1002.00 ,,,,0.00 
9500001182,1001.00 ,,,,0.00 
9500001183,1002.00 ,,,,0.00 
9500001185,1002.00 ,,,,0.00 
9500001186,1002.00 ,,,,0.00 
9500001187,1002.00 ,,,,0.00 
9500001188,1002.00 ,,,,0.00 
9500001189,1002.00 ,,,,0.00 
9500001190,1002.00 ,,,,0.00 
9500001191,1002.00 ,,,,0.00 
9500001192,1002.00 ,,,,0.00 
9500001193,1002.00 ,,,,0.00 
9500001194,1002.00 ,,,,0.00 
9500001195,1002.00 ,,,,0.00 
9500001196,1002.00 ,,,,0.00 
9500001197,1002.00 ,,,,0.00 
9500001198,1002.00 ,,,,0.00 
9500001199,1002.00 ,,,,0.00 
9500001200,1002.00 ,,,,0.00 
9500001201,1002.00 ,,,,0.00 
9500001202,1002.00 ,,,,0.00 
9500001203,1002.00 ,,,,0.00 
9500001204,1002.00 ,,,,0.00 
9500001205,1002.00 ,,,,0.00 
9500001206,1002.00 ,,,,0.00 
9500001207,1002.00 ,,,,0.00 
9500001208,1002.00 ,,,,0.00 
9500001209,1002.00 ,,,,0.00 
9500001210,1002.00 ,,,,0.00 
9500001211,1002.00 ,,,,0.00 
9500001212,1002.00 ,,,,0.00 
9500001213,1002.00 ,,,,0.00 
9500001214,1002.00 ,,,,0.00 
9500001215,1002.00 ,,,,0.00 
9500001216,1002.00 ,,,,0.00 
9500001217,1002.00 ,,,,0.00 
9500001218,1002.00 ,,,,0.00 
9500001219,1002.00 ,,,,0.00 
9500001220,1002.00 ,,,,0.00 
9500001221,1002.00 ,,,,0.00 
9500001222,1002.00 ,,,,0.00 
9500001223,1002.00 ,,,,0.00 
9500001224,1002.00 ,,,,0.00 
9500001225,1002.00 ,,,,0.00 
9500001226,1002.00 ,,,,0.00 
9500001227,1002.00 ,,,,0.00 
9500001228,1002.00 ,,,,0.00 
9500001229,1002.00 ,,,,0.00 
9500001230,1002.00 ,,,,0.00 
9500001231,1002.00 ,,,,0.00 
9500001232,1002.00 ,,,,0.00 
9500001233,1002.00 ,,,,0.00 
9500001234,1002.00 ,,,,0.00 
9500001235,1002.00 ,,,,0.00 
9500001236,1002.00 ,,,,0.00 
9500001237,1002.00 ,,,,0.00 
9500001238,1002.00 ,,,,0.00 
9500001239,1002.00 ,,,,0.00 
9500001240,1002.00 ,,,,0.00 
9500001241,1007.00 ,,,,0.00 
9500001242,1007.00 ,,,,0.00 
9500001243,1007.00 ,,,,0.00 
9500001244,1002.00 ,,,,0.00 
9500001245,1002.00 ,,,,0.00 
9500001246,1002.00 ,,,,0.00 
9500001247,1002.00 ,,,,0.00 
9500001248,1002.00 ,,,,0.00 
9500001249,1002.00 ,,,,0.00 
9500001250,1002.00 ,,,,0.00 
9500001251,1002.00 ,,,,0.00 
9500001252,1002.00 ,,,,0.00 
9500001253,1002.00 ,,,,0.00 
9500001254,1002.00 ,,,,0.00 
9500001255,1002.00 ,,,,0.00 
9500001256,1002.00 ,,,,0.00 
9500001257,1002.00 ,,,,0.00 
9500001258,1002.00 ,,,,0.00 
9500001259,1002.00 ,,,,0.00 
9500001260,1002.00 ,,,,0.00 
9500001261,1002.00 ,,,,0.00 
9500001262,1002.00 ,,,,0.00 
9500001263,1002.00 ,,,,0.00 
9500001264,1002.00 ,,,,0.00 
9500001265,1002.00 ,,,,0.00 
9500001267,1002.00 ,,,,0.00 
9500001268,1007.00 ,,,,0.00 
9500001269,1007.00 ,,,,0.00 
9500001270,1002.00 ,,,,0.00 
9500001271,1002.00 ,,,,0.00 
9500001272,1002.00 ,,,,0.00 
9500001273,1002.00 ,,,,0.00 
9500001274,1002.00 ,,,,0.00 
9500001275,1002.00 ,,,,0.00 
9500001276,1002.00 ,,,,0.00 
9500001277,1002.00 ,,,,0.00 
9500001278,1002.00 ,,,,0.00 
9500001279,1002.00 ,,,,0.00 
9500001280,1002.00 ,,,,0.00 
9500001281,1002.00 ,,,,0.00 
9500001282,1002.00 ,,,,0.00 
9500001283,1002.00 ,,,,0.00 
9500001284,1002.00 ,,,,0.00 
9500001285,1002.00 ,,,,0.00 
9500001286,1002.00 ,,,,0.00 
9500001287,1002.00 ,,,,0.00 
9500001288,1002.00 ,,,,0.00 
9500001289,1002.00 ,,,,0.00 
9500001290,1002.00 ,,,,0.00 
9500001291,1002.00 ,,,,0.00 
9500001292,1002.00 ,,,,0.00 
9500001293,1002.00 ,,,,0.00 
9500001294,1002.00 ,,,,0.00 
9500001295,1002.00 ,,,,0.00 
9500001296,1002.00 ,,,,0.00 
9500001297,1002.00 ,,,,0.00 
9500001298,1002.00 ,,,,0.00 
9500001299,1002.00 ,,,,0.00 
9500001300,1002.00 ,,,,0.00 
9500001301,1002.00 ,,,,0.00 
9500001302,1002.00 ,,,,0.00 
9500001303,1007.00 ,,,,0.00 
9500001304,1007.00 ,,,,0.00 
9500001305,1007.00 ,,,,0.00 
9500001306,1002.00 ,,,,0.00 
9500001307,1002.00 ,,,,0.00 
9500001308,1002.00 ,,,,0.00 
9500001309,1002.00 ,,,,0.00 
9500001310,1002.00 ,,,,0.00 
9500001311,1002.00 ,,,,0.00 
9500001312,1002.00 ,,,,0.00 
9500001313,1002.00 ,,,,0.00 
9500001314,1002.00 ,,,,0.00 
9500001315,1002.00 ,,,,0.00 
9500001316,1002.00 ,,,,0.00 
9500001317,1002.00 ,,,,0.00 
9500001318,1002.00 ,,,,0.00 
9500001319,1002.00 ,,,,0.00 
9500001320,1002.00 ,,,,0.00 
9500001321,1002.00 ,,,,0.00 
9500001322,1002.00 ,,,,0.00 
9500001323,1002.00 ,,,,0.00 
9500001324,1002.00 ,,,,0.00 
9500001325,1002.00 ,,,,0.00 
9500001326,1002.00 ,,,,0.00 
9500001327,1002.00 ,,,,0.00 
9500001328,1002.00 ,,,,0.00 
9500001329,1002.00 ,,,,0.00 
9500001330,1002.00 ,,,,0.00 
9500001331,1002.00 ,,,,0.00 
9500001332,1002.00 ,,,,0.00 
9500001333,1002.00 ,,,,0.00 
9500001334,1002.00 ,,,,0.00 
9500001335,1002.00 ,,,,0.00 
9500001336,1002.00 ,,,,0.00 
9500001337,1002.00 ,,,,0.00 
9500001338,1002.00 ,,,,0.00 
9500001339,1002.00 ,,,,0.00 
9500001340,1002.00 ,,,,0.00 
9500001341,1002.00 ,,,,0.00 
9500001342,1002.00 ,,,,0.00 
9500001343,1002.00 ,,,,0.00 
9500001344,1002.00 ,,,,0.00 
9500001345,1002.00 ,,,,0.00 
9500001346,1002.00 ,,,,0.00 
9500001347,1002.00 ,,,,0.00 
9500001348,1002.00 ,,,,0.00 
9500001349,1002.00 ,,,,0.00 
9500001350,1002.00 ,,,,0.00 
9500001351,1002.00 ,,,,0.00 
9500001352,1002.00 ,,,,0.00 
9500001353,1002.00 ,,,,0.00 
9500001354,1002.00 ,,,,0.00 
9500001355,1002.00 ,,,,0.00 
9500001356,1002.00 ,,,,0.00 
9500001357,1002.00 ,,,,0.00 
9500001358,1002.00 ,,,,0.00 
9500001359,1002.00 ,,,,0.00 
9500001360,1002.00 ,,,,0.00 
9500001361,1002.00 ,,,,0.00 
9500001362,1002.00 ,,,,0.00 
9500001363,1002.00 ,,,,0.00 
9500001364,1002.00 ,,,,0.00 
9500001365,1002.00 ,,,,0.00 
9500001366,1002.00 ,,,,0.00 
9500001367,1002.00 ,,,,0.00 
9500001368,1002.00 ,,,,0.00 
9500001369,1002.00 ,,,,0.00 
9500001370,1002.00 ,,,,0.00 
9500001371,1002.00 ,,,,0.00 
9500001372,1002.00 ,,,,0.00 
9500001373,1002.00 ,,,,0.00 
9500001374,1002.00 ,,,,0.00 
9500001375,1002.00 ,,,,0.00 
9500001376,1002.00 ,,,,0.00 
9500001377,1002.00 ,,,,0.00 
9500001378,1002.00 ,,,,0.00 
9500001379,1002.00 ,,,,0.00 
9500001380,1002.00 ,,,,0.00 
9500001381,1002.00 ,,,,0.00 
9500001382,1002.00 ,,,,0.00 
9500001383,1002.00 ,,,,0.00 
9500001384,1002.00 ,,,,0.00 
9500001385,1002.00 ,,,,0.00 
9500001386,1002.00 ,,,,0.00 
9500001387,1002.00 ,,,,0.00 
9500001388,1002.00 ,,,,0.00 
9500001389,1002.00 ,,,,0.00 
9500001390,1002.00 ,,,,0.00 
9500001391,1002.00 ,,,,0.00 
9500001392,1002.00 ,,,,0.00 
9500001393,1002.00 ,,,,0.00 
9500001394,1002.00 ,,,,0.00 
9500001395,1002.00 ,,,,0.00 
9500001396,1002.00 ,,,,0.00 
9500001397,1002.00 ,,,,0.00 
9500001398,1002.00 ,,,,0.00 
9500001399,1002.00 ,,,,0.00 
9500001400,1002.00 ,,,,0.00 
9500001401,1002.00 ,,,,0.00 
9500001402,1002.00 ,,,,0.00 
9500001403,1002.00 ,,,,0.00 
9500001404,1002.00 ,,,,0.00 
9500001405,1002.00 ,,,,0.00 
9500001406,1002.00 ,,,,0.00 
9500001407,1002.00 ,,,,0.00 
9500001408,1002.00 ,,,,0.00 
9500001409,1002.00 ,,,,0.00 
9500001410,1002.00 ,,,,0.00 
9500001411,1002.00 ,,,,0.00 
9500001412,1002.00 ,,,,0.00 
9500001413,1002.00 ,,,,0.00 
9500001414,1002.00 ,,,,0.00 
9500001415,1002.00 ,,,,0.00 
9500001416,1002.00 ,,,,0.00 
9500001417,1002.00 ,,,,0.00 
9500001418,1002.00 ,,,,0.00 
9500001419,1002.00 ,,,,0.00 
9500001420,1002.00 ,,,,0.00 
9500001421,1002.00 ,,,,0.00 
9500001422,1002.00 ,,,,0.00 
9500001423,1002.00 ,,,,0.00 
9500001424,1002.00 ,,,,0.00 
9500001425,1002.00 ,,,,0.00 
9500001426,1002.00 ,,,,0.00 
9500001427,1002.00 ,,,,0.00 
9500001428,1002.00 ,,,,0.00 
9500001429,1002.00 ,,,,0.00 
9500001430,1002.00 ,,,,0.00 
9500001431,1002.00 ,,,,0.00 
9500001432,1002.00 ,,,,0.00 
9500001433,1002.00 ,,,,0.00 
9500001434,1002.00 ,,,,0.00 
9500001435,1002.00 ,,,,0.00 
9500001436,1002.00 ,,,,0.00 
9500001437,1007.00 ,,,,0.00 
9500001438,1002.00 ,,,,0.00 
9500001439,1002.00 ,,,,0.00 
9500001440,1002.00 ,,,,0.00 
9500001441,1002.00 ,,,,0.00 
9500001442,1002.00 ,,,,0.00 
9500001443,1002.00 ,,,,0.00 
9500001444,1002.00 ,,,,0.00 
9500001445,1002.00 ,,,,0.00 
9500001446,1002.00 ,,,,0.00 
9500001447,1002.00 ,,,,0.00 
9500001448,1002.00 ,,,,0.00 
9500001449,1002.00 ,,,,0.00 
9500001450,1002.00 ,,,,0.00 
9500001451,1002.00 ,,,,0.00 
9500001452,1002.00 ,,,,0.00 
9500001453,1002.00 ,,,,0.00 
9500001454,1002.00 ,,,,0.00 
9500001455,1002.00 ,,,,0.00 
9500001456,1002.00 ,,,,0.00 
9500001457,1002.00 ,,,,0.00 
9500001458,1002.00 ,,,,0.00 
9500001459,1002.00 ,,,,0.00 
9500001460,1002.00 ,,,,0.00 
9500001461,1002.00 ,,,,0.00 
9500001462,1002.00 ,,,,0.00 
9500001463,1002.00 ,,,,0.00 
9500001464,1002.00 ,,,,0.00 
9500001465,1007.00 ,,,,0.00 
9500001466,1002.00 ,,,,0.00 
9500001467,1002.00 ,,,,0.00 
9500001468,1002.00 ,,,,0.00 
9500001469,1002.00 ,,,,0.00 
9500001470,1002.00 ,,,,0.00 
9500001471,1002.00 ,,,,0.00 
9500001472,1002.00 ,,,,0.00 
9500001473,1002.00 ,,,,0.00 
9500001474,1002.00 ,,,,0.00 
9500001475,1002.00 ,,,,0.00 
9500001476,1002.00 ,,,,0.00 
9500001477,1002.00 ,,,,0.00 
9500001478,1002.00 ,,,,0.00 
9500001479,1007.00 ,,,,0.00 
9500001480,1002.00 ,,,,0.00 
9500001481,1002.00 ,,,,0.00 
9500001482,1002.00 ,,,,0.00 
9500001483,1002.00 ,,,,0.00 
9500001484,1002.00 ,,,,0.00 
9500001485,1002.00 ,,,,0.00 
9500001486,1002.00 ,,,,0.00 
9500001487,1002.00 ,,,,0.00 
9500001488,1002.00 ,,,,0.00 
9500001489,1002.00 ,,,,0.00 
9500001490,1002.00 ,,,,0.00 
9500001491,1007.00 ,,,,0.00 
9500001492,1002.00 ,,,,0.00 
9500001493,1002.00 ,,,,0.00 
9500001494,1002.00 ,,,,0.00 
9500001495,1002.00 ,,,,0.00 
9500001496,1002.00 ,,,,0.00 
9500001497,1002.00 ,,,,0.00 
9500001498,1002.00 ,,,,0.00 
9500001499,1002.00 ,,,,0.00 
9500001500,1002.00 ,,,,0.00 
9500001501,1002.00 ,,,,0.00 
9500001502,1002.00 ,,,,0.00 
9500001503,1002.00 ,,,,0.00 
9500001504,1002.00 ,,,,0.00 
9500001505,1002.00 ,,,,0.00 
9500001506,1002.00 ,,,,0.00 
9500001507,1002.00 ,,,,0.00 
9500001508,1002.00 ,,,,0.00 
9500001509,1002.00 ,,,,0.00 
9500001510,1002.00 ,,,,0.00 
9500001511,1002.00 ,,,,0.00 
9500001512,1002.00 ,,,,0.00 
9500001513,1002.00 ,,,,0.00 
9500001514,1002.00 ,,,,0.00 
9500001515,1002.00 ,,,,0.00 
9500001516,1002.00 ,,,,0.00 
9500001517,1007.00 ,,,,0.00 
9500001518,1007.00 ,,,,0.00 
9500001519,1002.00 ,,,,0.00 
9500001520,1002.00 ,,,,0.00 
9500001521,1002.00 ,,,,0.00 
9500001522,1002.00 ,,,,0.00 
9500001523,1002.00 ,,,,0.00 
9500001524,1002.00 ,,,,0.00 
9500001525,1002.00 ,,,,0.00 
9500001526,1002.00 ,,,,0.00 
9500001527,1002.00 ,,,,0.00 
9500001528,1002.00 ,,,,0.00 
9500001529,1002.00 ,,,,0.00 
9500001530,1002.00 ,,,,0.00 
9500001531,1002.00 ,,,,0.00 
9500001532,1002.00 ,,,,0.00 
9500001533,1002.00 ,,,,0.00 
9500001534,1002.00 ,,,,0.00 
9500001535,1002.00 ,,,,0.00 
9500001536,1002.00 ,,,,0.00 
9500001537,1002.00 ,,,,0.00 
9500001538,1007.00 ,,,,0.00 
9500001539,1002.00 ,,,,0.00 
9500001540,1002.00 ,,,TWD,0.00 
9500001541,1002.00 ,,,,0.00 
9500001542,1002.00 ,,,,0.00 
9500001543,1002.00 ,,,,0.00 
9500001544,1002.00 ,,,,0.00 
9500001545,1002.00 ,,,,0.00 
9500001546,1002.00 ,,,,0.00 
9500001547,1002.00 ,,,,0.00 
9500001548,1002.00 ,,,,0.00 
9500001549,1002.00 ,,,,0.00 
9500001550,1002.00 ,,,,0.00 
9500001551,1002.00 ,,,,0.00 
9500001552,1002.00 ,,,,0.00 
9500001554,1002.00 ,,,,0.00 
9500001555,1002.00 ,,,,0.00 
9500001556,1002.00 ,,,,0.00 
9500001557,1002.00 ,,,,0.00 
9500001558,1002.00 ,,,,0.00 
9500001559,1002.00 ,,,,0.00 
9500001560,1002.00 ,,,,0.00 
9500001561,1002.00 ,,,,0.00 
9500001562,1002.00 ,,,,0.00 
9500001563,1002.00 ,,,,0.00 
9500001564,1002.00 ,,,,0.00 
9500001565,1002.00 ,,,,0.00 
9500001566,1002.00 ,,,,0.00 
9500001567,1002.00 ,,,,0.00 
9500001568,1002.00 ,,,,0.00 
9500001569,1002.00 ,,,,0.00 
9500001570,1002.00 ,,,,0.00 
9500001571,1002.00 ,,,,0.00 
9500001572,1002.00 ,,,,0.00 
9500001573,1002.00 ,,,,0.00 
9500001574,1002.00 ,,,,0.00 
9500001575,1002.00 ,,,,0.00 
9500001576,1002.00 ,,,,0.00 
9500001577,1002.00 ,,,,0.00 
9500001578,1002.00 ,,,,0.00 
9500001579,1002.00 ,,,,0.00 
9500001580,1002.00 ,,,,0.00 
9500001581,1002.00 ,,,,0.00 
9500001582,1002.00 ,,,,0.00 
9500001583,1002.00 ,,,,0.00 
9500001584,1002.00 ,,,,0.00 
9500001585,1002.00 ,,,,0.00 
9500001586,1002.00 ,,,,0.00 
9500001587,1002.00 ,,,,0.00 
9500001588,1002.00 ,,,,0.00 
9500001589,1002.00 ,,,,0.00 
9500001590,1002.00 ,,,,0.00 
9500001591,1007.00 ,,,,0.00 
9500001592,1002.00 ,,,,0.00 
9500001593,1002.00 ,,,,0.00 
9500001594,1002.00 ,,,,0.00 
9500001595,1007.00 ,,,,0.00 
9500001596,1007.00 ,,,,0.00 
9500001597,1002.00 ,,,,0.00 
9500001598,1002.00 ,,,,0.00 
9500001599,1002.00 ,,,,0.00 
9500001600,1002.00 ,,,,0.00 
9500001601,1002.00 ,,,,0.00 
9500001602,1002.00 ,,,,0.00 
9500001603,1002.00 ,,,,0.00 
9500001604,1002.00 ,,,,0.00 
9500001605,1002.00 ,,,,0.00 
9500001606,1002.00 ,,,,0.00 
9500001607,1002.00 ,,,,0.00 
9500001608,1002.00 ,,,,0.00 
9500001609,1002.00 ,,,,0.00 
9500001610,1002.00 ,,,,0.00 
9500001611,1002.00 ,,,,0.00 
9500001612,1007.00 ,,,,0.00 
9500001613,1002.00 ,,,,0.00 
9500001614,1007.00 ,,,,0.00 
9500001615,1002.00 ,,,,0.00 
9500001616,1002.00 ,,,,0.00 
9500001617,1002.00 ,,,,0.00 
9500001618,1002.00 ,,,,0.00 
9500001619,1002.00 ,,,,0.00 
9500001620,1002.00 ,,,,0.00 
9500001621,1002.00 ,,,,0.00 
9500001622,1002.00 ,,,,0.00 
9500001623,1002.00 ,,,,0.00 
9500001624,1002.00 ,,,,0.00 
9500001625,1002.00 ,,,,0.00 
9500001626,1002.00 ,,,,0.00 
9500001627,1002.00 ,,,,0.00 
9500001628,1002.00 ,,,,0.00 
9500001629,1002.00 ,,,,0.00 
9500001630,1002.00 ,,,,0.00 
9500001631,1002.00 ,,,,0.00 
9500001632,1002.00 ,,,,0.00 
9500001633,1002.00 ,,,,0.00 
9500001634,1002.00 ,,,,0.00 
9500001635,1002.00 ,,,,0.00 
9500001636,1002.00 ,,,,0.00 
9500001637,1002.00 ,,,,0.00 
9500001638,1002.00 ,,,,0.00 
9500001639,1007.00 ,,,,0.00 
9500001640,1007.00 ,,,,0.00 
9500001641,1007.00 ,,,,0.00 
9500001642,1002.00 ,,,,0.00 
9500001643,1002.00 ,,,,0.00 
9500001644,1002.00 ,,,,0.00 
9500001645,1002.00 ,,,,0.00 
9500001646,1002.00 ,,,,0.00 
9500001647,1002.00 ,,,,0.00 
9500001648,1002.00 ,,,,0.00 
9500001649,1002.00 ,,,,0.00 
9500001650,1002.00 ,,,,0.00 
9500001651,1002.00 ,,,,0.00 
9500001652,1002.00 ,,,,0.00 
9500001653,1002.00 ,,,,0.00 
9500001654,1002.00 ,,,,0.00 
9500001655,1002.00 ,,,,0.00 
9500001656,1002.00 ,,,,0.00 
9500001657,1002.00 ,,,,0.00 
9500001658,1002.00 ,,,,0.00 
9500001659,1007.00 ,,,,0.00 
9500001660,1007.00 ,,,,0.00 
9500001661,1002.00 ,,,,0.00 
9500001662,1002.00 ,,,,0.00 
9500001663,1002.00 ,,,,0.00 
9500001664,1002.00 ,,,,0.00 
9500001665,1002.00 ,,,,0.00 
9500001666,1002.00 ,,,,0.00 
9500001667,1002.00 ,,,,0.00 
9500001668,1002.00 ,,,,0.00 
9500001669,1002.00 ,,,,0.00 
9500001670,1002.00 ,,,,0.00 
9500001671,1002.00 ,,,,0.00 
9500001672,1002.00 ,,,,0.00 
9500001673,1002.00 ,,,,0.00 
9500001674,1002.00 ,,,,0.00 
9500001675,1002.00 ,,,,0.00 
9500001676,1002.00 ,,,,0.00 
9500001677,1002.00 ,,,,0.00 
9500001678,1002.00 ,,,,0.00 
9500001679,1002.00 ,,,,0.00 
9500001680,1002.00 ,,,,0.00 
9500001681,1002.00 ,,,,0.00 
9500001682,1002.00 ,,,,0.00 
9500001683,1002.00 ,,,,0.00 
9500001684,1002.00 ,,,,0.00 
9500001685,1002.00 ,,,,0.00 
9500001686,1002.00 ,,,,0.00 
9500001687,1002.00 ,,,,0.00 
9500001688,1002.00 ,,,,0.00 
9500001689,1002.00 ,,,,0.00 
9500001690,1002.00 ,,,,0.00 
9500001691,1007.00 ,,,,0.00 
9500001692,1007.00 ,,,,0.00 
9500001693,1007.00 ,,,,0.00 
9500001694,1007.00 ,,,,0.00 
9500001695,1007.00 ,,,,0.00 
9500001696,1002.00 ,,,,0.00 
9500001697,1002.00 ,,,,0.00 
9500001698,1002.00 ,,,,0.00 
9500001699,1002.00 ,,,,0.00 
9500001700,1002.00 ,,,,0.00 
9500001701,1002.00 ,,,,0.00 
9500001702,1002.00 ,,,,0.00 
9500001703,1002.00 ,,,,0.00 
9500001704,1002.00 ,,,,0.00 
9500001705,1002.00 ,,,,0.00 
9500001706,1002.00 ,,,,0.00 
9500001707,1002.00 ,,,,0.00 
9500001708,1002.00 ,,,,0.00 
9500001709,1002.00 ,,,,0.00 
9500001710,1002.00 ,,,,0.00 
9500001711,1002.00 ,,,,0.00 
9500001712,1002.00 ,,,,0.00 
9500001713,1002.00 ,,,,0.00 
9500001714,1002.00 ,,,,0.00 
9500001715,1002.00 ,,,,0.00 
9500001716,1007.00 ,,,,0.00 
9500001717,1002.00 ,,,,0.00 
9500001718,1002.00 ,,,,0.00 
9500001719,1002.00 ,,,,0.00 
9500001720,1002.00 ,,,,0.00 
9500001721,1002.00 ,,,,0.00 
9500001722,1002.00 ,,,,0.00 
9500001723,1002.00 ,,,,0.00 
9500001724,1002.00 ,,,,0.00 
9500001725,1002.00 ,,,,0.00 
9500001726,1002.00 ,,,,0.00 
9500001727,1002.00 ,,,,0.00 
9500001728,1002.00 ,,,,0.00 
9500001729,1002.00 ,,,,0.00 
9500001730,1002.00 ,,,,0.00 
9500001731,1002.00 ,,,,0.00 
9500001732,1002.00 ,,,,0.00 
9500001733,1002.00 ,,,,0.00 
9500001734,1002.00 ,,,,0.00 
9500001735,1002.00 ,,,,0.00 
9500001736,1002.00 ,,,,0.00 
9500001737,1002.00 ,,,,0.00 
9500001738,1002.00 ,,,,0.00 
9500001739,1002.00 ,,,,0.00 
9500001740,1002.00 ,,,,0.00 
9500001741,1002.00 ,,,,0.00 
9500001742,1002.00 ,,,,0.00 
9500001743,1002.00 ,,,,0.00 
9500001744,1002.00 ,,,,0.00 
9500001745,1002.00 ,,,,0.00 
9500001746,1002.00 ,,,,0.00 
9500001747,1002.00 ,,,,0.00 
9500001748,1002.00 ,,,,0.00 
9500001749,1002.00 ,,,,0.00 
9500001750,1002.00 ,,,,0.00 
9500001751,1002.00 ,,,,0.00 
9500001752,1002.00 ,,,,0.00 
9500001753,1002.00 ,,,,0.00 
9500001754,1002.00 ,,,,0.00 
9500001755,1002.00 ,,,,0.00 
9500001756,1002.00 ,,,,0.00 
9500001757,1002.00 ,,,,0.00 
9500001758,1002.00 ,,,,0.00 
9500001759,1002.00 ,,,,0.00 
9500001760,1002.00 ,,,,0.00 
9500001761,1002.00 ,,,,0.00 
9500001762,1002.00 ,,,,0.00 
9500001763,1002.00 ,,,,0.00 
9500001764,1002.00 ,,,,0.00 
9500001765,1002.00 ,,,,0.00 
9500001766,1002.00 ,,,,0.00 
9500001767,1002.00 ,,,,0.00 
9500001768,1002.00 ,,,,0.00 
9500001769,1002.00 ,,,,0.00 
9500001770,1002.00 ,,,,0.00 
9500001771,1002.00 ,,,,0.00 
9500001772,1002.00 ,,,,0.00 
9500001773,1002.00 ,,,,0.00 
9500001774,1002.00 ,,,,0.00 
9500001775,1002.00 ,,,,0.00 
9500001776,1002.00 ,,,,0.00 
9500001777,1002.00 ,,,,0.00 
9500001778,1002.00 ,,,,0.00 
9500001779,1002.00 ,,,,0.00 
9500001780,1002.00 ,,,,0.00 
9500001781,1002.00 ,,,,0.00 
9500001783,1002.00 ,,,,0.00 
9500001784,1002.00 ,,,,0.00 
9500001785,1002.00 ,,,,0.00 
9500001786,1002.00 ,,,,0.00 
9500001787,1002.00 ,,,,0.00 
9500001788,1002.00 ,,,,0.00 
9500001789,1002.00 ,,,,0.00 
9500001790,1002.00 ,,,,0.00 
9500001791,1002.00 ,,,,0.00 
9500001792,1002.00 ,,,,0.00 
9500001793,1002.00 ,,,,0.00 
9500001794,1002.00 ,,,,0.00 
9500001795,1002.00 ,,,,0.00 
9500001796,1002.00 ,,,,0.00 
9500001797,1002.00 ,,,,0.00 
9500001798,1002.00 ,,,,0.00 
9500001799,1002.00 ,,,,0.00 
9500001800,1002.00 ,,,,0.00 
9500001801,1002.00 ,,,,0.00 
9500001802,1002.00 ,,,,0.00 
9500001803,1002.00 ,,,,0.00 
9500001804,1002.00 ,,,,0.00 
9500001805,1002.00 ,,,,0.00 
9500001806,1002.00 ,,,,0.00 
9500001807,1002.00 ,,,,0.00 
9500001808,1002.00 ,,,,0.00 
9500001809,1002.00 ,,,,0.00 
9500001810,1002.00 ,,,,0.00 
9500001811,1002.00 ,,,,0.00 
9500001812,1002.00 ,,,,0.00 
9500001813,1007.00 ,,,,0.00 
9500001814,1002.00 ,,,,0.00 
9500001815,1002.00 ,,,,0.00 
9500001816,1002.00 ,,,,0.00 
9500001817,1007.00 ,,,,0.00 
9500001818,1007.00 ,,,,0.00 
9500001819,1007.00 ,,,,0.00 
9500001820,1007.00 ,,,,0.00 
9500001821,1002.00 ,,,,0.00 
9500001822,1002.00 ,,,,0.00 
9500001823,1002.00 ,,,,0.00 
9500001824,1002.00 ,,,,0.00 
9500001825,1002.00 ,,,,0.00 
9500001826,1002.00 ,,,,0.00 
9500001827,1002.00 ,,,,0.00 
9500001828,1002.00 ,,,,0.00 
9500001829,1002.00 ,,,,0.00 
9500001830,1002.00 ,,,,0.00 
9500001831,1002.00 ,,,,0.00 
9500001832,1002.00 ,,,,0.00 
9500001833,1002.00 ,,,,0.00 
9500001834,1002.00 ,,,,0.00 
9500001835,1002.00 ,,,,0.00 
9500001836,1002.00 ,,,,0.00 
9500001837,1002.00 ,,,,0.00 
9500001838,1002.00 ,,,,0.00 
9500001839,1002.00 ,,,,0.00 
9500001840,1002.00 ,,,,0.00 
9500001841,1002.00 ,,,,0.00 
9500001842,1002.00 ,,,,0.00 
9500001843,1002.00 ,,,,0.00 
9500001844,1002.00 ,,,,0.00 
9500001845,1007.00 ,,,,0.00 
9500001846,1002.00 ,,,,0.00 
9500001847,1002.00 ,,,,0.00 
9500001848,1002.00 ,,,,0.00 
