VBELN,VKORG,KUNNR,CTLPC,WAERS,AMTBL
500007539,1001.00 ,100118.00 ,R01,USD,0.00 
500007540,1001.00 ,100118.00 ,R01,USD,0.00 
500007541,1001.00 ,100118.00 ,R01,USD,0.00 
500007542,1001.00 ,100118.00 ,R01,USD,0.00 
500007543,1002.00 ,100203.00 ,R01,USD,0.00 
500007544,1002.00 ,2002.00 ,,USD,0.00 
500007545,1001.00 ,100118.00 ,R01,USD,0.00 
500007546,1002.00 ,2002.00 ,,USD,0.00 
500007547,1006.00 ,1002.00 ,,TWD,0.00 
500007548,1006.00 ,1002.00 ,,TWD,0.00 
500007549,1002.00 ,2002.00 ,,USD,0.00 
500007550,1002.00 ,2002.00 ,,USD,0.00 
500007551,1003.00 ,100179.00 ,R01,USD,0.00 
500007552,1003.00 ,100180.00 ,R01,USD,0.00 
500007553,1003.00 ,100187.00 ,R01,TWD,0.00 
500007554,1003.00 ,100188.00 ,R01,TWD,0.00 
500007555,2002.00 ,100207.00 ,R01,USD,0.00 
500007556,2002.00 ,100207.00 ,R01,USD,0.00 
500007557,1005.00 ,100364.00 ,R01,USD,72314.00 
500007558,1011.00 ,1002.00 ,,TWD,0.00 
500007559,1004.00 ,100323.00 ,R01,EUR,161098.00 
500007560,1004.00 ,100219.00 ,R01,USD,0.00 
500007561,1004.00 ,100219.00 ,R01,USD,215450.00 
500007562,1005.00 ,100020.00 ,R01,USD,1903752.00 
500007563,1004.00 ,100323.00 ,R01,EUR,48674.00 
500007564,2002.00 ,100207.00 ,R01,USD,0.00 
500007565,1007.00 ,100036.00 ,R01,USD,0.00 
500007566,1007.00 ,100036.00 ,R01,USD,0.00 
500007567,1006.00 ,100310.00 ,R01,TWD,0.00 
500007568,1001.00 ,100134.00 ,R01,TWD,4504.00 
500007569,1006.00 ,1002.00 ,,TWD,0.00 
500007570,2002.00 ,1002.00 ,,USD,0.00 
500007571,1002.00 ,2902.00 ,R99,USD,0.00 
500007572,2002.00 ,100208.00 ,R01,USD,0.00 
500007573,1005.00 ,100018.00 ,R01,TWD,0.00 
500007574,1005.00 ,100012.00 ,R01,TWD,18387.00 
500007575,1005.00 ,100385.00 ,R01,TWD,34503.00 
500007576,1005.00 ,100003.00 ,R01,TWD,255045.00 
500007577,1005.00 ,100011.00 ,R01,TWD,0.00 
500007578,1005.00 ,100011.00 ,R01,TWD,0.00 
500007579,1001.00 ,100118.00 ,R01,USD,0.00 
500007580,1004.00 ,100289.00 ,R01,USD,108150.00 
500007581,1004.00 ,100270.00 ,R01,USD,0.00 
500007582,1004.00 ,100390.00 ,R01,USD,0.00 
500007583,1001.00 ,100133.00 ,R01,TWD,393.00 
500007584,1001.00 ,100134.00 ,R01,TWD,34031.00 
500007585,1001.00 ,100033.00 ,R01,USD,0.00 
500007586,1001.00 ,100137.00 ,R01,TWD,0.00 
500007587,1005.00 ,100008.00 ,R01,TWD,0.00 
500007588,1006.00 ,1002.00 ,,TWD,0.00 
500007589,1006.00 ,1002.00 ,,TWD,0.00 
500007590,1002.00 ,1006.00 ,,TWD,0.00 
500007591,1003.00 ,100178.00 ,R01,USD,0.00 
500007592,1003.00 ,100366.00 ,R01,USD,0.00 
500007593,1003.00 ,100179.00 ,R01,USD,0.00 
500007594,1001.00 ,100171.00 ,R01,USD,0.00 
500007595,1001.00 ,100352.00 ,R01,USD,0.00 
500007596,1001.00 ,100154.00 ,R01,EUR,0.00 
500007597,1001.00 ,100025.00 ,R01,USD,0.00 
500007598,1001.00 ,100025.00 ,R01,USD,0.00 
500007599,1001.00 ,100170.00 ,R01,USD,0.00 
500007600,1001.00 ,100170.00 ,R01,USD,0.00 
500007601,1001.00 ,100133.00 ,R01,TWD,157865.00 
500007602,1001.00 ,100124.00 ,R01,TWD,181024.00 
500007603,1001.00 ,100125.00 ,R01,TWD,0.00 
500007604,2002.00 ,100210.00 ,R01,USD,3260112.00 
500007605,1001.00 ,100161.00 ,R01,USD,455949.00 
500007606,1001.00 ,100160.00 ,R01,USD,0.00 
500007607,1001.00 ,100029.00 ,R01,USD,673419.00 
500007608,1001.00 ,100033.00 ,R01,USD,0.00 
500007609,1001.00 ,100173.00 ,R01,USD,0.00 
500007610,1005.00 ,100425.00 ,R01,TWD,0.00 
500007611,1005.00 ,100014.00 ,R01,TWD,0.00 
500007612,1005.00 ,100004.00 ,R01,TWD,0.00 
500007613,1005.00 ,100371.00 ,R01,TWD,0.00 
500007614,2002.00 ,100213.00 ,R01,USD,0.00 
500007615,1004.00 ,100350.00 ,R01,USD,31786.00 
500007616,1002.00 ,2002.00 ,,USD,0.00 
500007617,2002.00 ,100207.00 ,R01,USD,0.00 
500007618,2002.00 ,100208.00 ,R01,USD,0.00 
500007619,2002.00 ,1002.00 ,,USD,0.00 
500007620,2002.00 ,100207.00 ,R01,USD,0.00 
500007621,2002.00 ,100207.00 ,R01,USD,0.00 
500007622,2002.00 ,100207.00 ,R01,USD,0.00 
500007623,1005.00 ,100020.00 ,R01,USD,71474.00 
500007624,1003.00 ,100188.00 ,R01,TWD,0.00 
500007625,1004.00 ,100280.00 ,R01,USD,0.00 
500007626,2002.00 ,1002.00 ,,USD,0.00 
500007627,1005.00 ,100018.00 ,R01,TWD,0.00 
500007628,1005.00 ,100004.00 ,R01,TWD,0.00 
500007629,1005.00 ,100012.00 ,R01,TWD,69773.00 
500007630,1005.00 ,100015.00 ,R01,TWD,0.00 
500007631,1002.00 ,100201.00 ,R01,USD,962491.00 
500007632,1003.00 ,100182.00 ,R01,USD,178295.00 
500007633,1002.00 ,2902.00 ,R99,USD,0.00 
500007634,2002.00 ,100207.00 ,R01,USD,0.00 
500007635,1005.00 ,100022.00 ,R01,USD,491331.00 
500007636,1006.00 ,1002.00 ,,TWD,0.00 
500007637,1002.00 ,1006.00 ,,TWD,0.00 
500007638,1003.00 ,100179.00 ,R01,USD,0.00 
500007639,1004.00 ,100275.00 ,R01,USD,0.00 
500007640,1004.00 ,100290.00 ,R01,USD,0.00 
500007641,2002.00 ,1002.00 ,,USD,0.00 
500007642,1002.00 ,100195.00 ,R01,USD,0.00 
500007643,1002.00 ,100195.00 ,R01,USD,0.00 
500007644,2002.00 ,100213.00 ,R01,USD,0.00 
500007645,1002.00 ,100200.00 ,R01,USD,0.00 
500007646,1002.00 ,100195.00 ,R01,USD,0.00 
500007647,2002.00 ,100207.00 ,R01,USD,0.00 
500007648,1001.00 ,100118.00 ,R01,USD,0.00 
500007649,2002.00 ,100213.00 ,R01,USD,0.00 
500007650,1002.00 ,100201.00 ,R01,USD,0.00 
500007651,1004.00 ,100279.00 ,R01,USD,0.00 
500007652,1002.00 ,2002.00 ,,USD,0.00 
500007653,1005.00 ,100014.00 ,R01,TWD,0.00 
500007654,1005.00 ,100008.00 ,R01,TWD,0.00 
500007655,1005.00 ,100018.00 ,R01,TWD,61068.00 
500007656,1005.00 ,100004.00 ,R01,TWD,0.00 
500007657,1002.00 ,2002.00 ,,USD,0.00 
500007658,1006.00 ,100310.00 ,R01,TWD,0.00 
500007659,1004.00 ,100255.00 ,R01,USD,0.00 
500007660,1004.00 ,100255.00 ,R01,USD,0.00 
500007661,1005.00 ,100382.00 ,R01,TWD,82268.00 
500007662,1005.00 ,100018.00 ,R01,TWD,57110.00 
500007663,1005.00 ,100011.00 ,R01,TWD,0.00 
500007664,1005.00 ,100012.00 ,R01,TWD,0.00 
500007665,1001.00 ,100118.00 ,R01,USD,0.00 
500007666,1001.00 ,100118.00 ,R01,USD,0.00 
500007667,1002.00 ,2902.00 ,R99,USD,0.00 
500007668,2002.00 ,100207.00 ,R01,USD,0.00 
500007669,1006.00 ,1002.00 ,,TWD,0.00 
500007670,1002.00 ,100203.00 ,R01,USD,0.00 
500007671,1002.00 ,100203.00 ,R01,USD,0.00 
500007672,1007.00 ,100097.00 ,R01,TWD,0.00 
500007673,1007.00 ,100105.00 ,R01,TWD,0.00 
500007674,1007.00 ,100402.00 ,R01,TWD,0.00 
500007675,1003.00 ,100188.00 ,R01,TWD,0.00 
500007676,1003.00 ,100366.00 ,R01,USD,0.00 
500007677,1005.00 ,100002.00 ,R01,USD,0.00 
500007678,2002.00 ,100207.00 ,R01,USD,0.00 
500007679,1005.00 ,100002.00 ,R01,USD,23550.00 
500007680,1002.00 ,100200.00 ,R01,USD,0.00 
500007681,2002.00 ,100213.00 ,R01,USD,0.00 
500007682,1003.00 ,100178.00 ,R01,USD,0.00 
500007683,2002.00 ,100207.00 ,R01,USD,0.00 
500007684,1002.00 ,2002.00 ,,USD,0.00 
500007685,1002.00 ,2002.00 ,,USD,0.00 
500007686,1002.00 ,2002.00 ,,USD,0.00 
500007687,1003.00 ,100182.00 ,R01,USD,0.00 
500007688,1007.00 ,100105.00 ,R01,TWD,0.00 
500007689,1007.00 ,100105.00 ,R01,TWD,0.00 
500007690,1007.00 ,100052.00 ,R01,TWD,0.00 
500007691,2002.00 ,100207.00 ,R01,USD,0.00 
500007692,2002.00 ,100213.00 ,R01,USD,0.00 
500007693,1005.00 ,100379.00 ,R01,TWD,31227.00 
500007694,1005.00 ,100379.00 ,R01,TWD,33632.00 
500007695,1005.00 ,100004.00 ,R01,TWD,0.00 
500007696,1005.00 ,100024.00 ,R01,TWD,0.00 
500007697,1005.00 ,100018.00 ,R01,TWD,86142.00 
500007698,1005.00 ,100012.00 ,R01,TWD,0.00 
500007699,1005.00 ,100385.00 ,R01,TWD,0.00 
500007700,1005.00 ,100385.00 ,R01,TWD,0.00 
500007701,1002.00 ,2902.00 ,R99,USD,0.00 
500007702,2002.00 ,100207.00 ,R01,USD,0.00 
500007703,1002.00 ,1006.00 ,,TWD,0.00 
500007704,2002.00 ,100207.00 ,R01,USD,0.00 
500007705,1007.00 ,1002.00 ,,TWD,0.00 
500007706,1007.00 ,100427.00 ,R01,TWD,0.00 
500007707,1001.00 ,100033.00 ,R01,USD,0.00 
500007708,1001.00 ,100140.00 ,R01,TWD,682595.00 
500007709,1005.00 ,100020.00 ,R01,USD,53739.00 
500007710,1001.00 ,100140.00 ,R01,TWD,0.00 
500007711,1005.00 ,100020.00 ,R01,USD,1127835.00 
500007712,1011.00 ,1002.00 ,,TWD,0.00 
500007713,1011.00 ,1002.00 ,,TWD,0.00 
500007714,1004.00 ,100370.00 ,R01,USD,0.00 
500007715,1005.00 ,100371.00 ,R01,TWD,0.00 
500007716,1001.00 ,100118.00 ,R01,USD,0.00 
500007717,1001.00 ,100118.00 ,R01,USD,0.00 
500007718,1001.00 ,100118.00 ,R01,USD,0.00 
500007719,1001.00 ,100118.00 ,R01,USD,0.00 
500007720,1001.00 ,100118.00 ,R01,USD,0.00 
500007721,1001.00 ,100133.00 ,R01,TWD,243641.00 
500007722,1001.00 ,100118.00 ,R01,USD,0.00 
500007723,1006.00 ,1002.00 ,,TWD,0.00 
500007724,2002.00 ,100208.00 ,R01,USD,0.00 
500007725,1001.00 ,100118.00 ,R01,USD,0.00 
500007726,1002.00 ,100201.00 ,R01,USD,0.00 
500007727,1005.00 ,100379.00 ,R01,TWD,19205.00 
500007728,1005.00 ,100014.00 ,R01,TWD,0.00 
500007729,1011.00 ,1002.00 ,,TWD,0.00 
500007730,1003.00 ,100179.00 ,R01,USD,0.00 
500007731,1003.00 ,100179.00 ,R01,USD,0.00 
500007732,1003.00 ,100179.00 ,R01,USD,0.00 
500007733,1002.00 ,1006.00 ,,TWD,0.00 
500007734,1007.00 ,100402.00 ,R01,TWD,0.00 
500007735,1004.00 ,100336.00 ,R01,USD,0.00 
500007736,1001.00 ,100128.00 ,R01,TWD,23144.00 
500007737,1005.00 ,100018.00 ,R01,TWD,144816.00 
500007738,1005.00 ,100012.00 ,R01,TWD,0.00 
500007739,1005.00 ,100004.00 ,R01,TWD,0.00 
500007740,1005.00 ,100014.00 ,R01,TWD,0.00 
500007741,1005.00 ,100020.00 ,R01,USD,110173.00 
500007742,2002.00 ,100207.00 ,R01,USD,0.00 
500007743,2002.00 ,100213.00 ,R01,USD,0.00 
500007744,1001.00 ,100033.00 ,R01,USD,0.00 
500007745,2002.00 ,100207.00 ,R01,USD,0.00 
500007746,2002.00 ,1002.00 ,,USD,0.00 
500007747,2002.00 ,100207.00 ,R01,USD,0.00 
500007748,1002.00 ,2902.00 ,R99,USD,0.00 
500007749,2002.00 ,100207.00 ,R01,USD,0.00 
500007750,1002.00 ,2002.00 ,,USD,0.00 
500007751,1005.00 ,100008.00 ,R01,TWD,0.00 
500007752,1007.00 ,100402.00 ,R01,TWD,0.00 
500007753,1007.00 ,100428.00 ,R01,TWD,0.00 
500007754,1005.00 ,100385.00 ,R01,TWD,0.00 
500007755,1005.00 ,100011.00 ,R01,TWD,0.00 
500007756,1004.00 ,100350.00 ,R01,USD,15277.00 
500007757,1003.00 ,100178.00 ,R01,USD,0.00 
500007758,1003.00 ,100179.00 ,R01,USD,0.00 
500007759,1003.00 ,100366.00 ,R01,USD,0.00 
500007760,1005.00 ,100382.00 ,R01,TWD,49791.00 
500007761,1005.00 ,100024.00 ,R01,TWD,0.00 
500007762,1005.00 ,100382.00 ,R01,TWD,0.00 
500007763,1011.00 ,100340.00 ,R01,TWD,235200.00 
500007764,1001.00 ,100118.00 ,R01,USD,0.00 
500007765,2002.00 ,100207.00 ,R01,USD,0.00 
500007766,2002.00 ,100207.00 ,R01,USD,0.00 
500007767,1001.00 ,100171.00 ,R01,USD,0.00 
500007768,1004.00 ,100268.00 ,R01,USD,0.00 
500007769,1004.00 ,100280.00 ,R01,USD,0.00 
500007770,1001.00 ,100118.00 ,R01,USD,0.00 
500007771,1001.00 ,100118.00 ,R01,USD,0.00 
500007772,1004.00 ,100230.00 ,R01,EUR,0.00 
500007773,1001.00 ,100118.00 ,R01,USD,0.00 
500007774,1005.00 ,100011.00 ,R01,TWD,0.00 
500007775,1001.00 ,100118.00 ,R01,USD,0.00 
500007776,1005.00 ,100379.00 ,R01,TWD,20097.00 
500007777,1001.00 ,100118.00 ,R01,USD,0.00 
500007778,1005.00 ,100012.00 ,R01,TWD,0.00 
500007779,1005.00 ,100018.00 ,R01,TWD,80451.00 
500007780,1001.00 ,100118.00 ,R01,USD,0.00 
500007781,1005.00 ,100024.00 ,R01,TWD,0.00 
500007782,1001.00 ,100118.00 ,R01,USD,0.00 
500007783,1001.00 ,100118.00 ,R01,USD,0.00 
500007784,1001.00 ,100118.00 ,R01,USD,0.00 
500007785,1001.00 ,100118.00 ,R01,USD,0.00 
500007786,1001.00 ,100118.00 ,R01,USD,0.00 
500007787,1001.00 ,100118.00 ,R01,USD,0.00 
500007788,1001.00 ,100118.00 ,R01,USD,0.00 
500007789,1001.00 ,100118.00 ,R01,USD,0.00 
500007790,1002.00 ,2902.00 ,R99,USD,0.00 
500007791,1002.00 ,2902.00 ,R99,USD,0.00 
500007792,1001.00 ,100118.00 ,R01,USD,0.00 
500007793,2002.00 ,100208.00 ,R01,USD,0.00 
500007794,1001.00 ,100118.00 ,R01,USD,0.00 
500007795,1001.00 ,100118.00 ,R01,USD,0.00 
500007796,1001.00 ,100118.00 ,R01,USD,0.00 
500007797,1001.00 ,100118.00 ,R01,USD,0.00 
500007798,1001.00 ,100118.00 ,R01,USD,0.00 
500007799,1001.00 ,100118.00 ,R01,USD,0.00 
500007800,1001.00 ,100118.00 ,R01,USD,0.00 
500007801,1001.00 ,100118.00 ,R01,USD,0.00 
500007802,1001.00 ,100118.00 ,R01,USD,0.00 
500007803,1001.00 ,100118.00 ,R01,USD,0.00 
500007804,1001.00 ,100118.00 ,R01,USD,0.00 
500007805,1001.00 ,100118.00 ,R01,USD,0.00 
500007806,1001.00 ,100118.00 ,R01,USD,0.00 
500007807,1001.00 ,100118.00 ,R01,USD,0.00 
500007808,1001.00 ,100118.00 ,R01,USD,0.00 
500007809,1001.00 ,100118.00 ,R01,USD,0.00 
500007810,1001.00 ,100118.00 ,R01,USD,0.00 
500007811,1001.00 ,100118.00 ,R01,USD,0.00 
500007812,1001.00 ,100118.00 ,R01,USD,0.00 
500007813,1001.00 ,100118.00 ,R01,USD,0.00 
500007814,1001.00 ,100118.00 ,R01,USD,0.00 
500007815,1001.00 ,100118.00 ,R01,USD,0.00 
500007816,1001.00 ,100118.00 ,R01,USD,0.00 
500007817,1001.00 ,100118.00 ,R01,USD,0.00 
500007818,1001.00 ,100118.00 ,R01,USD,0.00 
500007819,1001.00 ,100118.00 ,R01,USD,0.00 
500007820,1001.00 ,100118.00 ,R01,USD,0.00 
500007821,1001.00 ,100118.00 ,R01,USD,0.00 
500007822,1001.00 ,100118.00 ,R01,USD,0.00 
500007823,1006.00 ,100310.00 ,R01,TWD,0.00 
500007824,1004.00 ,100273.00 ,R01,USD,137802.00 
500007825,1002.00 ,2902.00 ,R99,USD,0.00 
500007826,2002.00 ,100207.00 ,R01,USD,0.00 
500007827,1001.00 ,100118.00 ,R01,USD,0.00 
500007828,1003.00 ,100182.00 ,R01,USD,1074178.00 
500007829,1004.00 ,100277.00 ,R01,USD,0.00 
500007830,1005.00 ,100024.00 ,R01,TWD,0.00 
500007831,1005.00 ,100371.00 ,R01,TWD,0.00 
500007832,1011.00 ,1004.00 ,,TWD,0.00 
500007833,2002.00 ,100207.00 ,R01,USD,0.00 
500007834,2002.00 ,100213.00 ,R01,USD,0.00 
500007835,2002.00 ,100207.00 ,R01,USD,0.00 
500007836,1011.00 ,1002.00 ,,TWD,0.00 
500007837,1002.00 ,2002.00 ,,USD,0.00 
500007838,1001.00 ,100146.00 ,R01,USD,0.00 
500007839,1011.00 ,1002.00 ,,TWD,0.00 
500007840,1002.00 ,100204.00 ,R01,USD,0.00 
500007841,1001.00 ,100033.00 ,R01,USD,0.00 
500007842,1007.00 ,100059.00 ,R01,TWD,0.00 
500007843,1002.00 ,100201.00 ,R01,USD,0.00 
500007844,1002.00 ,2002.00 ,,USD,0.00 
500007845,1003.00 ,100179.00 ,R01,USD,0.00 
500007846,1003.00 ,100179.00 ,R01,USD,0.00 
500007847,1003.00 ,100188.00 ,R01,TWD,0.00 
500007848,1011.00 ,1002.00 ,,TWD,0.00 
500007849,1004.00 ,100279.00 ,R01,USD,0.00 
500007850,1005.00 ,100022.00 ,R01,USD,360999.00 
500007851,2002.00 ,100207.00 ,R01,USD,0.00 
500007852,2002.00 ,100207.00 ,R01,USD,0.00 
500007853,1005.00 ,100018.00 ,R01,TWD,148617.00 
500007854,1005.00 ,100012.00 ,R01,TWD,0.00 
500007855,1005.00 ,100011.00 ,R01,TWD,0.00 
500007856,1005.00 ,100429.00 ,R01,TWD,0.00 
500007857,1005.00 ,100003.00 ,R01,TWD,163590.00 
500007858,1005.00 ,100004.00 ,R01,TWD,0.00 
500007859,1005.00 ,100004.00 ,R01,TWD,0.00 
500007860,1002.00 ,100201.00 ,R01,USD,0.00 
500007861,1002.00 ,100201.00 ,R01,USD,0.00 
500007862,1005.00 ,100379.00 ,R01,TWD,40110.00 
500007863,1005.00 ,100429.00 ,R01,TWD,0.00 
500007864,1004.00 ,100223.00 ,R01,USD,0.00 
500007865,1002.00 ,2002.00 ,,USD,0.00 
500007866,1002.00 ,2002.00 ,,USD,0.00 
500007867,1004.00 ,100288.00 ,R01,EUR,0.00 
500007868,1007.00 ,100372.00 ,R01,TWD,0.00 
500007869,1007.00 ,100423.00 ,R01,TWD,0.00 
500007870,2002.00 ,1002.00 ,,USD,0.00 
500007871,1001.00 ,100118.00 ,R01,USD,0.00 
500007872,1001.00 ,100118.00 ,R01,USD,0.00 
500007873,1001.00 ,100118.00 ,R01,USD,0.00 
500007874,1001.00 ,100118.00 ,R01,USD,0.00 
500007875,1001.00 ,100118.00 ,R01,USD,0.00 
500007876,1001.00 ,100118.00 ,R01,USD,0.00 
500007877,1001.00 ,100118.00 ,R01,USD,0.00 
500007878,1001.00 ,100118.00 ,R01,USD,0.00 
500007879,1001.00 ,100118.00 ,R01,USD,0.00 
500007880,1001.00 ,100118.00 ,R01,USD,0.00 
500007881,1001.00 ,100118.00 ,R01,USD,0.00 
500007882,1001.00 ,100118.00 ,R01,USD,0.00 
500007883,1006.00 ,1002.00 ,,TWD,0.00 
500007884,1006.00 ,1002.00 ,,TWD,0.00 
500007885,1006.00 ,1002.00 ,,TWD,0.00 
500007886,1001.00 ,100119.00 ,R01,USD,0.00 
500007887,2002.00 ,100213.00 ,R01,USD,0.00 
500007888,1001.00 ,100121.00 ,R01,TWD,33956.00 
500007889,1001.00 ,100033.00 ,R01,USD,0.00 
500007890,1006.00 ,1002.00 ,,TWD,0.00 
500007891,1006.00 ,1002.00 ,,TWD,0.00 
500007892,1002.00 ,100201.00 ,R01,USD,0.00 
500007893,1004.00 ,100289.00 ,R01,USD,25192.00 
500007894,2002.00 ,100207.00 ,R01,USD,0.00 
500007895,1004.00 ,100293.00 ,R01,USD,120802.00 
500007896,1003.00 ,100178.00 ,R01,USD,0.00 
500007897,1003.00 ,100179.00 ,R01,USD,0.00 
500007898,1003.00 ,100180.00 ,R01,USD,0.00 
500007899,1005.00 ,100012.00 ,R01,TWD,0.00 
500007900,2002.00 ,100207.00 ,R01,USD,0.00 
500007901,2002.00 ,100207.00 ,R01,USD,0.00 
500007902,1005.00 ,100371.00 ,R01,TWD,0.00 
500007903,1005.00 ,100024.00 ,R01,TWD,0.00 
500007904,1005.00 ,100001.00 ,R01,TWD,0.00 
500007905,1005.00 ,100024.00 ,R01,TWD,0.00 
500007906,1002.00 ,100203.00 ,R01,USD,118270.00 
500007907,1002.00 ,100203.00 ,R01,USD,0.00 
500007908,1002.00 ,2902.00 ,R99,USD,0.00 
500007909,2002.00 ,100207.00 ,R01,USD,0.00 
500007910,1002.00 ,2902.00 ,R99,USD,0.00 
500007911,2002.00 ,100207.00 ,R01,USD,0.00 
500007912,1002.00 ,2902.00 ,R99,USD,0.00 
500007913,2002.00 ,100207.00 ,R01,USD,0.00 
500007914,1002.00 ,100200.00 ,R01,USD,0.00 
500007915,1011.00 ,1002.00 ,,TWD,0.00 
500007916,1002.00 ,2002.00 ,,USD,0.00 
500007917,1007.00 ,100036.00 ,R01,USD,0.00 
500007918,1007.00 ,100036.00 ,R01,USD,0.00 
500007919,1001.00 ,100133.00 ,R01,TWD,229005.00 
500007920,1003.00 ,100182.00 ,R01,USD,659961.00 
500007921,1001.00 ,100118.00 ,R01,USD,0.00 
500007922,1005.00 ,100018.00 ,R01,TWD,0.00 
500007923,1005.00 ,100379.00 ,R01,TWD,21893.00 
500007924,1005.00 ,100012.00 ,R01,TWD,0.00 
500007925,1005.00 ,100382.00 ,R01,TWD,101556.00 
500007926,1005.00 ,100012.00 ,R01,TWD,0.00 
500007927,2002.00 ,100213.00 ,R01,USD,0.00 
500007928,1002.00 ,2002.00 ,,USD,0.00 
500007929,1002.00 ,2002.00 ,,USD,0.00 
500007930,1007.00 ,100105.00 ,R01,TWD,0.00 
500007931,1007.00 ,100042.00 ,R01,TWD,0.00 
500007932,1007.00 ,100042.00 ,R01,TWD,0.00 
500007933,1007.00 ,100395.00 ,R01,TWD,0.00 
500007934,1001.00 ,100118.00 ,R01,USD,0.00 
500007935,1001.00 ,100118.00 ,R01,USD,0.00 
500007936,1001.00 ,100118.00 ,R01,USD,0.00 
500007937,1001.00 ,100118.00 ,R01,USD,0.00 
500007938,1001.00 ,100118.00 ,R01,USD,0.00 
500007939,1001.00 ,100118.00 ,R01,USD,0.00 
500007940,1001.00 ,100118.00 ,R01,USD,0.00 
500007941,1001.00 ,100118.00 ,R01,USD,0.00 
500007942,1001.00 ,100118.00 ,R01,USD,0.00 
500007943,1001.00 ,100118.00 ,R01,USD,0.00 
500007944,1001.00 ,100118.00 ,R01,USD,0.00 
500007945,1004.00 ,100273.00 ,R01,USD,5853243.00 
500007946,1006.00 ,1002.00 ,,TWD,0.00 
500007947,1002.00 ,1006.00 ,,TWD,0.00 
500007948,1002.00 ,1006.00 ,,TWD,0.00 
500007949,1005.00 ,100008.00 ,R01,TWD,0.00 
500007950,1005.00 ,100015.00 ,R01,TWD,0.00 
500007951,1005.00 ,100371.00 ,R01,TWD,0.00 
500007952,1002.00 ,100201.00 ,R01,USD,0.00 
500007953,1002.00 ,100201.00 ,R01,USD,0.00 
500007954,1001.00 ,100118.00 ,R01,USD,0.00 
500007955,1001.00 ,100118.00 ,R01,USD,0.00 
500007956,1001.00 ,100118.00 ,R01,USD,0.00 
500007957,1001.00 ,100118.00 ,R01,USD,0.00 
500007958,1001.00 ,100118.00 ,R01,USD,0.00 
500007959,2002.00 ,100213.00 ,R01,USD,0.00 
500007960,1001.00 ,100118.00 ,R01,USD,0.00 
500007961,1001.00 ,100118.00 ,R01,USD,0.00 
500007962,1005.00 ,100021.00 ,R01,USD,0.00 
500007963,1005.00 ,100020.00 ,R01,USD,634170.00 
500007964,2002.00 ,100208.00 ,R01,USD,0.00 
500007965,1002.00 ,100201.00 ,R01,USD,0.00 
500007966,2002.00 ,1002.00 ,,USD,0.00 
500007967,2002.00 ,1002.00 ,,USD,0.00 
500007968,2002.00 ,1002.00 ,,USD,0.00 
500007969,2002.00 ,1002.00 ,,USD,0.00 
500007970,2002.00 ,1002.00 ,,USD,0.00 
500007971,2002.00 ,1002.00 ,,USD,0.00 
500007972,1005.00 ,100429.00 ,R01,TWD,0.00 
500007973,1005.00 ,100014.00 ,R01,TWD,0.00 
500007974,1005.00 ,100371.00 ,R01,TWD,0.00 
500007975,1006.00 ,1002.00 ,,TWD,0.00 
500007976,1003.00 ,100179.00 ,R01,USD,0.00 
500007977,1003.00 ,100180.00 ,R01,USD,0.00 
500007978,1003.00 ,100180.00 ,R01,USD,0.00 
500007979,1003.00 ,100188.00 ,R01,TWD,0.00 
500007980,1003.00 ,100180.00 ,R01,USD,0.00 
500007981,1003.00 ,100180.00 ,R01,USD,0.00 
500007982,1003.00 ,100180.00 ,R01,USD,0.00 
500007983,1004.00 ,100271.00 ,R01,EUR,0.00 
500007984,1005.00 ,100385.00 ,R01,TWD,89103.00 
500007985,1005.00 ,100011.00 ,R01,TWD,30912.00 
500007986,1005.00 ,100018.00 ,R01,TWD,0.00 
500007987,1004.00 ,100273.00 ,R01,USD,65657.00 
500007988,1001.00 ,100118.00 ,R01,USD,0.00 
500007989,1001.00 ,100118.00 ,R01,USD,0.00 
500007990,1001.00 ,100118.00 ,R01,USD,0.00 
500007991,1001.00 ,100118.00 ,R01,USD,0.00 
500007992,1001.00 ,100118.00 ,R01,USD,0.00 
500007993,1001.00 ,100118.00 ,R01,USD,0.00 
500007994,1001.00 ,100118.00 ,R01,USD,0.00 
500007995,1001.00 ,100118.00 ,R01,USD,0.00 
500007996,1001.00 ,100118.00 ,R01,USD,0.00 
500007997,1001.00 ,100118.00 ,R01,USD,0.00 
500007998,1004.00 ,100248.00 ,R01,TWD,0.00 
500007999,1004.00 ,100218.00 ,R01,USD,200385.00 
500008000,1002.00 ,100201.00 ,R01,USD,0.00 
500008001,1007.00 ,100105.00 ,R01,TWD,0.00 
500008002,1005.00 ,100012.00 ,R01,TWD,0.00 
500008003,1004.00 ,100350.00 ,R01,USD,55177.00 
500008004,1005.00 ,100021.00 ,R01,USD,290034.00 
500008005,1005.00 ,100024.00 ,R01,TWD,0.00 
500008006,1006.00 ,1002.00 ,,TWD,0.00 
500008007,1001.00 ,100118.00 ,R01,USD,0.00 
500008008,1001.00 ,100118.00 ,R01,USD,0.00 
500008009,1001.00 ,100118.00 ,R01,USD,0.00 
500008010,1001.00 ,100118.00 ,R01,USD,0.00 
500008011,1001.00 ,100118.00 ,R01,USD,0.00 
500008012,1001.00 ,100118.00 ,R01,USD,0.00 
500008013,1001.00 ,100118.00 ,R01,USD,0.00 
500008014,1001.00 ,100118.00 ,R01,USD,0.00 
500008015,1001.00 ,100118.00 ,R01,USD,0.00 
